0.054669727	-0.18096274	0.31366932	0.17635502	-0.35497037	0.13890408	-0.21259986	-0.28764322	0.46108574	0.34172574	0.2640442	-0.2619722	0.25945026	0.022914844	0.28893784	-0.06219192
0.39406145	-0.23472628	0.6595623	-0.12367534	-0.43838167	0.31988254	-0.7762112	0.2601966	0.63774455	0.5916077	0.3276951	-0.15597284	-0.37174574	-0.05943128	-0.49436414	-0.57581425
0.063043706	0.033374637	0.08416908	0.15818523	-0.173228	0.64912146	0.07108103	-0.2894714	0.04602335	-0.1793405	0.078662515	-0.11841029	0.40392032	0.09243283	0.3238476	0.259563
-0.060538664	0.03684548	0.11479479	0.24010243	0.035022635	-0.07572759	0.008293479	-0.5016573	0.18717809	0.08952193	0.20068365	-0.1790857	0.46853328	-0.1387978	0.38241532	0.11138327
0.031485125	0.086336344	-0.051804084	0.25902966	0.011407209	-0.4612846	0.078785054	-0.280855	0.44250405	0.2882573	0.19066353	-0.20030907	0.24091205	0.09682428	0.34954888	0.10855662
-0.11012835	0.14851882	-0.3140888	-0.06690839	0.084573306	1.0195571	0.5890324	-0.43078962	-0.6208489	-0.7474522	-0.05752991	0.14688364	0.56615037	0.065642536	0.74026704	0.8056277
0.055925544	-0.30071354	0.41521874	-0.13587923	-0.31620562	0.4368445	-0.42225188	0.02542967	0.29599288	0.24369514	0.33652264	-0.044342704	-0.07420074	-0.19246528	-0.1243938	-0.29653913
-0.025335165	-0.24759899	0.094455145	-0.09418036	-0.41001284	0.10000015	-0.22717275	-0.00037083164	0.36808747	0.2941781	0.21374962	0.003337428	0.066478014	0.2447486	0.18297389	0.05008423
-0.27495927	0.18462475	-0.86239374	0.31185633	-0.049697317	-0.1990831	0.879164	-0.5952635	-0.19828263	-0.48468038	-0.12506737	0.07524842	0.77018577	0.73328906	0.79723054	0.79052186
-0.059729237	-0.09892628	0.23740272	-0.07424435	-0.18878393	0.46473563	-0.09234009	-0.2552042	0.02398153	-0.09259523	0.19566847	-0.014064332	0.28651983	0.044288322	0.21550392	0.09345159
-0.45117405	-0.6766787	0.5498334	-0.6817842	-0.66918343	0.455233	-0.5631506	0.41033846	0.42283675	0.51363003	0.6470852	0.5186604	-0.48920733	-0.15892294	-0.1199905	-0.09941731
-0.23782653	-0.43821365	-0.43589506	-0.23269379	-0.7559266	-0.73685104	0.11662349	0.18792105	0.70577556	0.5003763	0.24031372	0.26939243	-0.0477708	0.7527278	0.43732837	0.4375355
-0.14914326	0.060590718	-0.55166084	0.5851143	0.24858896	-0.87574077	0.48715183	-0.4845275	0.42270374	0.27632487	0.08781555	-0.23425224	0.5700192	0.25406584	0.5540428	0.40099993
0.40838236	0.005114866	0.5547633	0.106739305	-0.21552606	0.3020211	-0.5464636	0.043462608	0.40491349	0.30013943	0.15490101	-0.37703028	-0.21261664	-0.2133268	-0.29597655	-0.5152595
0.58218074	0.49252322	0.43431655	0.53130364	0.3200345	-0.54746175	-0.48551503	-0.14839174	0.5203817	0.5238763	-0.17241	-0.64024997	-0.05387577	-0.2718334	-0.33426657	-0.61709183
0.4262543	0.156873	0.41062972	0.11089331	-0.42531705	-0.39694908	-0.680454	0.34169927	0.7138038	0.6124117	0.021231273	-0.3154057	-0.44829577	0.19040357	-0.40325788	-0.5163354
0.4979715	0.43032458	-0.03199693	0.44553393	-0.08144833	-0.6222906	-0.26313382	-0.036928173	0.7055852	0.5179215	-0.20360151	-0.48625806	-0.08624283	0.27870363	-0.11304503	-0.3282506
0.47696358	0.31875047	0.33769315	0.45522696	0.28234312	0.11169657	-0.28990975	-0.34906396	0.21737297	0.062331423	-0.0022913658	-0.5577579	0.1723278	-0.32410604	-0.072973534	-0.3517256
0.23435085	0.29028678	0.6571033	0.20738932	0.7949244	1.3247406	0.13358484	-0.7090377	-0.98423856	-0.8804937	0.010556833	-0.28393793	0.6432607	-1.1899632	0.4193067	0.09995312
-0.38707346	-0.41015607	0.17534353	0.0402972	0.025298081	-0.528275	-0.027263554	-0.36922228	0.09990118	0.28344944	0.58912003	0.059898023	0.35360494	-0.45079267	0.47401944	0.19084334
-0.43321332	-0.49330533	0.30640876	-0.086546145	-0.118709706	-0.29358503	-0.06478556	-0.27319896	0.20458879	0.31687394	0.63750243	0.18269415	0.30686924	-0.26897326	0.44584572	0.25318134
0.13688473	0.22795485	-0.39807644	-0.026085896	-0.38923037	0.70453084	0.24013436	-0.10323664	-0.14116652	-0.40617707	-0.33194423	0.03455409	0.112421095	0.5882273	0.17666888	0.3795692
